report_date_as_yyyy_mm_dd,cot_eur_net,cot_usdindex_net,created_at
2006-06-13 00:00:00+00:00,42322,-5887,2022-09-13 14:16:09.004000+00:00
2006-06-20 00:00:00+00:00,24819,-4444,2022-09-13 14:16:09.004000+00:00
2006-06-27 00:00:00+00:00,39781,-799,2022-09-13 14:16:09.004000+00:00
2006-07-03 00:00:00+00:00,52894,1697,2022-09-13 14:16:09.004000+00:00
2006-07-11 00:00:00+00:00,58436,1759,2022-09-13 14:16:09.004000+00:00
2006-07-18 00:00:00+00:00,39362,3653,2022-09-13 14:16:09.004000+00:00
2006-07-25 00:00:00+00:00,32364,5300,2022-09-13 14:16:09.004000+00:00
2006-08-01 00:00:00+00:00,51021,4943,2022-09-13 14:16:09.004000+00:00
2006-08-08 00:00:00+00:00,67450,4182,2022-09-13 14:16:09.004000+00:00
2006-08-15 00:00:00+00:00,66575,3701,2022-09-13 14:16:09.004000+00:00
2006-08-22 00:00:00+00:00,61363,2638,2022-09-13 14:16:09.004000+00:00
2006-08-29 00:00:00+00:00,55542,2598,2022-09-13 14:16:09.004000+00:00
2006-09-05 00:00:00+00:00,50105,1737,2022-09-13 14:16:09.004000+00:00
2006-09-12 00:00:00+00:00,50531,2933,2022-09-13 14:16:09.004000+00:00
2006-09-19 00:00:00+00:00,33403,-830,2022-09-13 14:16:09.004000+00:00
2006-09-26 00:00:00+00:00,31440,-996,2022-09-13 14:16:09.004000+00:00
2006-10-03 00:00:00+00:00,37530,4397,2022-09-13 14:16:09.004000+00:00
2006-10-10 00:00:00+00:00,13093,7545,2022-09-13 14:16:09.004000+00:00
2006-10-17 00:00:00+00:00,6833,10374,2022-09-13 14:16:09.004000+00:00
2006-10-24 00:00:00+00:00,3849,10995,2022-09-13 14:16:09.004000+00:00
2006-10-31 00:00:00+00:00,41135,9261,2022-09-13 14:16:09.004000+00:00
2006-11-07 00:00:00+00:00,54880,8349,2022-09-13 14:16:09.004000+00:00
2006-11-14 00:00:00+00:00,47370,6626,2022-09-13 14:16:09.004000+00:00
2006-11-21 00:00:00+00:00,49428,6656,2022-09-13 14:16:09.004000+00:00
2006-11-28 00:00:00+00:00,60528,1838,2022-09-13 14:16:09.004000+00:00
2006-12-05 00:00:00+00:00,67218,-8122,2022-09-13 14:16:09.004000+00:00
2006-12-12 00:00:00+00:00,74890,-4744,2022-09-13 14:16:09.004000+00:00
2006-12-19 00:00:00+00:00,70000,-2566,2022-09-13 14:16:09.004000+00:00
2006-12-26 00:00:00+00:00,59960,-2338,2022-09-13 14:16:09.004000+00:00
2007-01-03 00:00:00+00:00,52819,-941,2022-09-13 14:16:09.004000+00:00
2007-01-09 00:00:00+00:00,47594,1174,2022-09-13 14:16:09.004000+00:00
2007-01-16 00:00:00+00:00,24472,4082,2022-09-13 14:16:09.004000+00:00
2007-01-23 00:00:00+00:00,30379,4234,2022-09-13 14:16:09.004000+00:00
2007-01-30 00:00:00+00:00,32953,7644,2022-09-13 14:16:09.004000+00:00
2007-02-06 00:00:00+00:00,17916,7107,2022-09-13 14:16:09.004000+00:00
2007-02-13 00:00:00+00:00,49674,7741,2022-09-13 14:16:09.004000+00:00
2007-02-20 00:00:00+00:00,63501,2376,2022-09-13 14:16:09.004000+00:00
2007-02-27 00:00:00+00:00,69736,98,2022-09-13 14:16:09.004000+00:00
2007-03-06 00:00:00+00:00,55839,-793,2022-09-13 14:16:09.004000+00:00
2007-03-13 00:00:00+00:00,63654,-738,2022-09-13 14:16:09.004000+00:00
2007-03-20 00:00:00+00:00,65637,-4175,2022-09-13 14:16:09.004000+00:00
2007-03-27 00:00:00+00:00,68806,-4705,2022-09-13 14:16:09.004000+00:00
2007-04-03 00:00:00+00:00,75887,-5190,2022-09-13 14:16:09.004000+00:00
2007-04-10 00:00:00+00:00,84626,-5357,2022-09-13 14:16:09.004000+00:00
2007-04-17 00:00:00+00:00,81029,-6101,2022-09-13 14:16:09.004000+00:00
2007-04-24 00:00:00+00:00,85437,-10248,2022-09-13 14:16:09.004000+00:00
2007-05-01 00:00:00+00:00,85745,-13056,2022-09-13 14:16:09.004000+00:00
2007-05-08 00:00:00+00:00,79941,-13214,2022-09-13 14:16:09.004000+00:00
2007-05-15 00:00:00+00:00,93501,-14051,2022-09-13 14:16:09.004000+00:00
2007-05-22 00:00:00+00:00,68788,-12834,2022-09-13 14:16:09.004000+00:00
2007-05-29 00:00:00+00:00,69335,-12806,2022-09-13 14:16:09.004000+00:00
2007-06-05 00:00:00+00:00,61711,-10482,2022-09-13 14:16:09.004000+00:00
2007-06-12 00:00:00+00:00,20594,-9693,2022-09-13 14:16:09.004000+00:00
2007-06-19 00:00:00+00:00,20195,158,2022-09-13 14:16:09.004000+00:00
2007-06-26 00:00:00+00:00,36481,-1153,2022-09-13 14:16:09.004000+00:00
2007-07-03 00:00:00+00:00,50375,-6647,2022-09-13 14:16:09.004000+00:00
2007-07-10 00:00:00+00:00,75365,-10059,2022-09-13 14:16:09.004000+00:00
2007-07-17 00:00:00+00:00,80781,-16083,2022-09-13 14:16:09.004000+00:00
2007-07-24 00:00:00+00:00,84881,-20099,2022-09-13 14:16:09.004000+00:00
2007-07-31 00:00:00+00:00,60267,-21638,2022-09-13 14:16:09.004000+00:00
2007-08-07 00:00:00+00:00,61196,-18880,2022-09-13 14:16:09.004000+00:00
2007-08-14 00:00:00+00:00,48655,-17773,2022-09-13 14:16:09.004000+00:00
2007-08-21 00:00:00+00:00,22997,-11396,2022-09-13 14:16:09.004000+00:00
2007-08-28 00:00:00+00:00,24688,-12072,2022-09-13 14:16:09.004000+00:00
2007-09-04 00:00:00+00:00,30475,-12417,2022-09-13 14:16:09.004000+00:00
2007-09-11 00:00:00+00:00,41145,-15691,2022-09-13 14:16:09.004000+00:00
2007-09-18 00:00:00+00:00,81693,-21186,2022-09-13 14:16:09.004000+00:00
2007-09-25 00:00:00+00:00,65555,-23952,2022-09-13 14:16:09.004000+00:00
2007-10-02 00:00:00+00:00,81301,-24359,2022-09-13 14:16:09.004000+00:00
2007-10-09 00:00:00+00:00,71397,-25139,2022-09-13 14:16:09.004000+00:00
2007-10-16 00:00:00+00:00,63776,-25200,2022-09-13 14:16:09.004000+00:00
2007-10-23 00:00:00+00:00,48528,-24600,2022-09-13 14:16:09.004000+00:00
2007-10-30 00:00:00+00:00,47548,-24440,2022-09-13 14:16:09.004000+00:00
2007-11-06 00:00:00+00:00,52872,-25415,2022-09-13 14:16:09.004000+00:00
2007-11-13 00:00:00+00:00,37505,-25626,2022-09-13 14:16:09.004000+00:00
2007-11-20 00:00:00+00:00,37404,-25790,2022-09-13 14:16:09.004000+00:00
2007-11-27 00:00:00+00:00,45059,-25167,2022-09-13 14:16:09.004000+00:00
2007-12-04 00:00:00+00:00,50012,-24960,2022-09-13 14:16:09.004000+00:00
2007-12-11 00:00:00+00:00,39772,-24088,2022-09-13 14:16:09.004000+00:00
2007-12-18 00:00:00+00:00,20359,2420,2022-09-13 14:16:09.004000+00:00
2007-12-24 00:00:00+00:00,13924,4100,2022-09-13 14:16:09.004000+00:00
2007-12-31 00:00:00+00:00,10035,4178,2022-09-13 14:16:09.004000+00:00
2008-01-08 00:00:00+00:00,21661,1851,2022-09-13 14:16:09.004000+00:00
2008-01-15 00:00:00+00:00,18058,1288,2022-09-13 14:16:09.004000+00:00
2008-01-22 00:00:00+00:00,1454,-2024,2022-09-13 14:16:09.004000+00:00
2008-01-29 00:00:00+00:00,4115,-3413,2022-09-13 14:16:09.004000+00:00
2008-02-05 00:00:00+00:00,3629,-7830,2022-09-13 14:16:09.004000+00:00
2008-02-12 00:00:00+00:00,-9852,-3854,2022-09-13 14:16:09.004000+00:00
2008-02-19 00:00:00+00:00,-1934,-6370,2022-09-13 14:16:09.004000+00:00
2008-02-26 00:00:00+00:00,16198,-7555,2022-09-13 14:16:09.004000+00:00
2008-03-04 00:00:00+00:00,7426,-7445,2022-09-13 14:16:09.004000+00:00
2008-03-11 00:00:00+00:00,859,-12125,2022-09-13 14:16:09.004000+00:00
2008-03-18 00:00:00+00:00,-2861,-14807,2022-09-13 14:16:09.004000+00:00
2008-03-25 00:00:00+00:00,22767,-10491,2022-09-13 14:16:09.004000+00:00
2008-04-01 00:00:00+00:00,15696,-10547,2022-09-13 14:16:09.004000+00:00
2008-04-08 00:00:00+00:00,21884,-8992,2022-09-13 14:16:09.004000+00:00
2008-04-15 00:00:00+00:00,17022,-7855,2022-09-13 14:16:09.004000+00:00
2008-04-22 00:00:00+00:00,19904,-11940,2022-09-13 14:16:09.004000+00:00
2008-04-29 00:00:00+00:00,-17609,-8767,2022-09-13 14:16:09.004000+00:00
2008-05-06 00:00:00+00:00,-13893,-6980,2022-09-13 14:16:09.004000+00:00
2008-05-13 00:00:00+00:00,-10529,-5872,2022-09-13 14:16:09.004000+00:00
2008-05-20 00:00:00+00:00,4539,-5763,2022-09-13 14:16:09.004000+00:00
2008-05-27 00:00:00+00:00,-498,-4912,2022-09-13 14:16:09.004000+00:00
2008-06-03 00:00:00+00:00,-12481,-5375,2022-09-13 14:16:09.004000+00:00
2008-06-10 00:00:00+00:00,-5009,-3818,2022-09-13 14:16:09.004000+00:00
2008-06-17 00:00:00+00:00,750,769,2022-09-13 14:16:09.004000+00:00
2008-06-24 00:00:00+00:00,9887,1952,2022-09-13 14:16:09.004000+00:00
2008-07-01 00:00:00+00:00,40141,2315,2022-09-13 14:16:09.004000+00:00
2008-07-08 00:00:00+00:00,35339,-839,2022-09-13 14:16:09.004000+00:00
2008-07-15 00:00:00+00:00,38763,-1836,2022-09-13 14:16:09.004000+00:00
2008-07-22 00:00:00+00:00,25973,-867,2022-09-13 14:16:09.004000+00:00
2008-07-29 00:00:00+00:00,-4839,4200,2022-09-13 14:16:09.004000+00:00
2008-08-05 00:00:00+00:00,-2876,5742,2022-09-13 14:16:09.004000+00:00
2008-08-12 00:00:00+00:00,-5117,5021,2022-09-13 14:16:09.004000+00:00
2008-08-19 00:00:00+00:00,-3286,12658,2022-09-13 14:16:09.004000+00:00
2008-08-26 00:00:00+00:00,-15139,17363,2022-09-13 14:16:09.004000+00:00
2008-09-02 00:00:00+00:00,-24308,17164,2022-09-13 14:16:09.004000+00:00
2008-09-09 00:00:00+00:00,-16306,22450,2022-09-13 14:16:09.004000+00:00
2008-09-16 00:00:00+00:00,-35724,29471,2022-09-13 14:16:09.004000+00:00
2008-09-23 00:00:00+00:00,-20209,23013,2022-09-13 14:16:09.004000+00:00
2008-09-30 00:00:00+00:00,-18905,18834,2022-09-13 14:16:09.004000+00:00
2008-10-07 00:00:00+00:00,-6340,16638,2022-09-13 14:16:09.004000+00:00
2008-10-14 00:00:00+00:00,-12097,17958,2022-09-13 14:16:09.004000+00:00
2008-10-21 00:00:00+00:00,-10052,18181,2022-09-13 14:16:09.004000+00:00
2008-10-28 00:00:00+00:00,-3162,12394,2022-09-13 14:16:09.004000+00:00
2008-11-04 00:00:00+00:00,-1146,11573,2022-09-13 14:16:09.004000+00:00
2008-11-11 00:00:00+00:00,-6418,11043,2022-09-13 14:16:09.004000+00:00
2008-11-18 00:00:00+00:00,-7094,10792,2022-09-13 14:16:09.004000+00:00
2008-11-25 00:00:00+00:00,2764,13810,2022-09-13 14:16:09.004000+00:00
2008-12-02 00:00:00+00:00,4195,12196,2022-09-13 14:16:09.004000+00:00
2008-12-09 00:00:00+00:00,4966,14376,2022-09-13 14:16:09.004000+00:00
2008-12-16 00:00:00+00:00,-2989,4384,2022-09-13 14:16:09.004000+00:00
2008-12-22 00:00:00+00:00,647,3827,2022-09-13 14:16:09.004000+00:00
2008-12-30 00:00:00+00:00,1798,4368,2022-09-13 14:16:09.004000+00:00
2009-01-06 00:00:00+00:00,319,5204,2022-09-13 14:16:09.004000+00:00
2009-01-13 00:00:00+00:00,-5992,5406,2022-09-13 14:16:09.004000+00:00
2009-01-20 00:00:00+00:00,-4989,5365,2022-09-13 14:16:09.004000+00:00
2009-01-27 00:00:00+00:00,225,8143,2022-09-13 14:16:09.004000+00:00
2009-02-03 00:00:00+00:00,-4700,9343,2022-09-13 14:16:09.004000+00:00
2009-02-10 00:00:00+00:00,-4162,8854,2022-09-13 14:16:09.004000+00:00
2009-02-17 00:00:00+00:00,-18149,11341,2022-09-13 14:16:09.004000+00:00
2009-02-24 00:00:00+00:00,-15969,11999,2022-09-13 14:16:09.004000+00:00
2009-03-03 00:00:00+00:00,-25750,11650,2022-09-13 14:16:09.004000+00:00
2009-03-10 00:00:00+00:00,-15495,15020,2022-09-13 14:16:09.004000+00:00
2009-03-17 00:00:00+00:00,-6849,11862,2022-09-13 14:16:09.004000+00:00
2009-03-24 00:00:00+00:00,643,6152,2022-09-13 14:16:09.004000+00:00
2009-03-31 00:00:00+00:00,86,6822,2022-09-13 14:16:09.004000+00:00
2009-04-07 00:00:00+00:00,4841,9475,2022-09-13 14:16:09.004000+00:00
2009-04-14 00:00:00+00:00,949,10868,2022-09-13 14:16:09.004000+00:00
2009-04-21 00:00:00+00:00,-6874,8138,2022-09-13 14:16:09.004000+00:00
2009-04-28 00:00:00+00:00,-10362,8532,2022-09-13 14:16:09.004000+00:00
2009-05-05 00:00:00+00:00,-4466,7224,2022-09-13 14:16:09.004000+00:00
2009-05-12 00:00:00+00:00,1974,6736,2022-09-13 14:16:09.004000+00:00
2009-05-19 00:00:00+00:00,7207,5147,2022-09-13 14:16:09.004000+00:00
2009-05-26 00:00:00+00:00,10424,1740,2022-09-13 14:16:09.004000+00:00
2009-06-02 00:00:00+00:00,8951,-1194,2022-09-13 14:16:09.004000+00:00
2009-06-09 00:00:00+00:00,8217,-3883,2022-09-13 14:16:09.004000+00:00
2009-06-16 00:00:00+00:00,6513,-6487,2022-09-13 14:16:09.004000+00:00
2009-06-23 00:00:00+00:00,13270,-5922,2022-09-13 14:16:09.004000+00:00
2009-06-30 00:00:00+00:00,9709,-6151,2022-09-13 14:16:09.004000+00:00
2009-07-07 00:00:00+00:00,1804,-5865,2022-09-13 14:16:09.004000+00:00
2009-07-14 00:00:00+00:00,9067,-5036,2022-09-13 14:16:09.004000+00:00
2009-07-21 00:00:00+00:00,30369,-7729,2022-09-13 14:16:09.004000+00:00
2009-07-28 00:00:00+00:00,21094,-6553,2022-09-13 14:16:09.004000+00:00
2009-08-04 00:00:00+00:00,27415,-10015,2022-09-13 14:16:09.004000+00:00
2009-08-11 00:00:00+00:00,14728,-10218,2022-09-13 14:16:09.004000+00:00
2009-08-18 00:00:00+00:00,-4298,-11436,2022-09-13 14:16:09.004000+00:00
2009-08-25 00:00:00+00:00,10273,-12915,2022-09-13 14:16:09.004000+00:00
2009-09-01 00:00:00+00:00,6943,-13659,2022-09-13 14:16:09.004000+00:00
2009-09-08 00:00:00+00:00,16506,-12718,2022-09-13 14:16:09.004000+00:00
2009-09-15 00:00:00+00:00,42580,-10133,2022-09-13 14:16:09.004000+00:00
2009-09-22 00:00:00+00:00,41666,-11377,2022-09-13 14:16:09.004000+00:00
2009-09-29 00:00:00+00:00,37164,-11621,2022-09-13 14:16:09.004000+00:00
2009-10-06 00:00:00+00:00,50083,-12060,2022-09-13 14:16:09.004000+00:00
2009-10-13 00:00:00+00:00,44706,-11689,2022-09-13 14:16:09.004000+00:00
2009-10-20 00:00:00+00:00,37082,-11259,2022-09-13 14:16:09.004000+00:00
2009-10-27 00:00:00+00:00,26905,-11912,2022-09-13 14:16:09.004000+00:00
2009-11-03 00:00:00+00:00,19670,-13251,2022-09-13 14:16:09.004000+00:00
2009-11-09 00:00:00+00:00,23896,-13530,2022-09-13 14:16:09.004000+00:00
2009-11-17 00:00:00+00:00,11854,-15551,2022-09-13 14:16:09.004000+00:00
2009-11-24 00:00:00+00:00,23126,-14424,2022-09-13 14:16:09.004000+00:00
2009-12-01 00:00:00+00:00,25292,-13992,2022-09-13 14:16:09.004000+00:00
2009-12-08 00:00:00+00:00,-2224,-12298,2022-09-13 14:16:09.004000+00:00
2009-12-15 00:00:00+00:00,-20700,-9004,2022-09-13 14:16:09.004000+00:00
2009-12-22 00:00:00+00:00,-24988,-20951,2022-09-13 14:16:09.004000+00:00
2009-12-29 00:00:00+00:00,-43311,-17502,2022-09-13 14:16:09.004000+00:00
2010-01-05 00:00:00+00:00,-42101,-16168,2022-09-13 14:16:09.004000+00:00
2010-01-12 00:00:00+00:00,-20156,-9382,2022-09-13 14:16:09.004000+00:00
2010-01-19 00:00:00+00:00,-33854,-7332,2022-09-13 14:16:09.004000+00:00
2010-01-26 00:00:00+00:00,-43603,-2782,2022-09-13 14:16:09.004000+00:00
2010-02-02 00:00:00+00:00,-50120,-459,2022-09-13 14:16:09.004000+00:00
2010-02-09 00:00:00+00:00,-57066,6770,2022-09-13 14:16:09.004000+00:00
2010-02-16 00:00:00+00:00,-51892,7326,2022-09-13 14:16:09.004000+00:00
2010-02-23 00:00:00+00:00,-63469,8893,2022-09-13 14:16:09.004000+00:00
2010-03-02 00:00:00+00:00,-60966,8713,2022-09-13 14:16:09.004000+00:00
2010-03-09 00:00:00+00:00,-74654,11241,2022-09-13 14:16:09.004000+00:00
2010-03-16 00:00:00+00:00,-60708,6871,2022-09-13 14:16:09.004000+00:00
2010-03-23 00:00:00+00:00,-83218,11665,2022-09-13 14:16:09.004000+00:00
2010-03-30 00:00:00+00:00,-107509,11490,2022-09-13 14:16:09.004000+00:00
2010-04-06 00:00:00+00:00,-82684,10284,2022-09-13 14:16:09.004000+00:00
2010-04-13 00:00:00+00:00,-68914,9582,2022-09-13 14:16:09.004000+00:00
2010-04-20 00:00:00+00:00,-72062,12770,2022-09-13 14:16:09.004000+00:00
2010-04-27 00:00:00+00:00,-91362,10990,2022-09-13 14:16:09.004000+00:00
2010-05-04 00:00:00+00:00,-109271,12378,2022-09-13 14:16:09.004000+00:00
2010-05-11 00:00:00+00:00,-122623,3676,2022-09-13 14:16:09.004000+00:00
2010-05-18 00:00:00+00:00,-116264,-2153,2022-09-13 14:16:09.004000+00:00
2010-05-25 00:00:00+00:00,-120642,-3003,2022-09-13 14:16:09.004000+00:00
2010-06-01 00:00:00+00:00,-109960,-4083,2022-09-13 14:16:09.004000+00:00
2010-06-08 00:00:00+00:00,-113948,-5125,2022-09-13 14:16:09.004000+00:00
2010-06-15 00:00:00+00:00,-79312,4940,2022-09-13 14:16:09.004000+00:00
2010-06-22 00:00:00+00:00,-86431,2239,2022-09-13 14:16:09.004000+00:00
2010-06-29 00:00:00+00:00,-86393,1071,2022-09-13 14:16:09.004000+00:00
2010-07-06 00:00:00+00:00,-49381,3094,2022-09-13 14:16:09.004000+00:00
2010-07-13 00:00:00+00:00,-42650,2930,2022-09-13 14:16:09.004000+00:00
2010-07-20 00:00:00+00:00,-40751,3128,2022-09-13 14:16:09.004000+00:00
2010-07-27 00:00:00+00:00,-33866,3338,2022-09-13 14:16:09.004000+00:00
2010-08-03 00:00:00+00:00,-25103,3902,2022-09-13 14:16:09.004000+00:00
2010-08-10 00:00:00+00:00,-15828,4488,2022-09-13 14:16:09.004000+00:00
2010-08-17 00:00:00+00:00,-28678,3357,2022-09-13 14:16:09.004000+00:00
2010-08-24 00:00:00+00:00,-36642,633,2022-09-13 14:16:09.004000+00:00
2010-08-31 00:00:00+00:00,-32160,-1396,2022-09-13 14:16:09.004000+00:00
2010-09-07 00:00:00+00:00,-41129,-311,2022-09-13 14:16:09.004000+00:00
2010-09-14 00:00:00+00:00,-27796,-5015,2022-09-13 14:16:09.004000+00:00
2010-09-21 00:00:00+00:00,-15675,-6236,2022-09-13 14:16:09.004000+00:00
2010-09-28 00:00:00+00:00,12379,-5061,2022-09-13 14:16:09.004000+00:00
2010-10-05 00:00:00+00:00,23889,-5813,2022-09-13 14:16:09.004000+00:00
2010-10-12 00:00:00+00:00,17557,-9681,2022-09-13 14:16:09.004000+00:00
2010-10-19 00:00:00+00:00,26352,-13574,2022-09-13 14:16:09.004000+00:00
2010-10-26 00:00:00+00:00,18390,-15211,2022-09-13 14:16:09.004000+00:00
2010-11-02 00:00:00+00:00,11816,-15320,2022-09-13 14:16:09.004000+00:00
2010-11-09 00:00:00+00:00,-4964,-11038,2022-09-13 14:16:09.004000+00:00
2010-11-16 00:00:00+00:00,-10422,-10711,2022-09-13 14:16:09.004000+00:00
2010-11-23 00:00:00+00:00,-26785,-11381,2022-09-13 14:16:09.004000+00:00
2010-11-30 00:00:00+00:00,-18545,-12132,2022-09-13 14:16:09.004000+00:00
2010-12-07 00:00:00+00:00,-32413,-10004,2022-09-13 14:16:09.004000+00:00
2010-12-14 00:00:00+00:00,-29691,-9167,2022-09-13 14:16:09.004000+00:00
2010-12-21 00:00:00+00:00,-30011,-10867,2022-09-13 14:16:09.004000+00:00
2010-12-28 00:00:00+00:00,-45836,-10048,2022-09-13 14:16:09.004000+00:00
2011-01-04 00:00:00+00:00,-36194,-10670,2022-09-13 14:16:09.004000+00:00
2011-01-11 00:00:00+00:00,-51196,-2734,2022-09-13 14:16:09.004000+00:00
2011-01-18 00:00:00+00:00,-17041,-1426,2022-09-13 14:16:09.004000+00:00
2011-01-25 00:00:00+00:00,5744,-5186,2022-09-13 14:16:09.004000+00:00
2011-02-01 00:00:00+00:00,27968,-8749,2022-09-13 14:16:09.004000+00:00
2011-02-08 00:00:00+00:00,20305,-11776,2022-09-13 14:16:09.004000+00:00
2011-02-15 00:00:00+00:00,14401,-11969,2022-09-13 14:16:09.004000+00:00
2011-02-22 00:00:00+00:00,16968,-13844,2022-09-13 14:16:09.004000+00:00
2011-03-01 00:00:00+00:00,26979,-11497,2022-09-13 14:16:09.004000+00:00
2011-03-08 00:00:00+00:00,28959,-11268,2022-09-13 14:16:09.004000+00:00
2011-03-15 00:00:00+00:00,25688,-24686,2022-09-13 14:16:09.004000+00:00
2011-03-22 00:00:00+00:00,32488,-21458,2022-09-13 14:16:09.004000+00:00
2011-03-29 00:00:00+00:00,37829,-22715,2022-09-13 14:16:09.004000+00:00
2011-04-05 00:00:00+00:00,39376,-20070,2022-09-13 14:16:09.004000+00:00
2011-04-12 00:00:00+00:00,41312,-17999,2022-09-13 14:16:09.004000+00:00
2011-04-19 00:00:00+00:00,36185,-20343,2022-09-13 14:16:09.004000+00:00
2011-04-26 00:00:00+00:00,41099,-19476,2022-09-13 14:16:09.004000+00:00
2011-05-03 00:00:00+00:00,57778,-20619,2022-09-13 14:16:09.004000+00:00
2011-05-10 00:00:00+00:00,23049,-19760,2022-09-13 14:16:09.004000+00:00
2011-05-17 00:00:00+00:00,7498,-19812,2022-09-13 14:16:09.004000+00:00
2011-05-24 00:00:00+00:00,-8242,-21749,2022-09-13 14:16:09.004000+00:00
2011-05-31 00:00:00+00:00,-4963,-19893,2022-09-13 14:16:09.004000+00:00
2011-06-07 00:00:00+00:00,7539,-21009,2022-09-13 14:16:09.004000+00:00
2011-06-14 00:00:00+00:00,26112,-3506,2022-09-13 14:16:09.004000+00:00
2011-06-21 00:00:00+00:00,13452,-5144,2022-09-13 14:16:09.004000+00:00
2011-06-28 00:00:00+00:00,11760,-1788,2022-09-13 14:16:09.004000+00:00
2011-07-05 00:00:00+00:00,17259,-3185,2022-09-13 14:16:09.004000+00:00
2011-07-12 00:00:00+00:00,-10336,-1873,2022-09-13 14:16:09.004000+00:00
2011-07-19 00:00:00+00:00,-17528,744,2022-09-13 14:16:09.004000+00:00
2011-07-26 00:00:00+00:00,-5121,-1189,2022-09-13 14:16:09.004000+00:00
2011-08-02 00:00:00+00:00,-12460,-2827,2022-09-13 14:16:09.004000+00:00
2011-08-09 00:00:00+00:00,2858,1166,2022-09-13 14:16:09.004000+00:00
2011-08-16 00:00:00+00:00,3662,5056,2022-09-13 14:16:09.004000+00:00
2011-08-23 00:00:00+00:00,3881,4268,2022-09-13 14:16:09.004000+00:00
2011-08-30 00:00:00+00:00,3341,972,2022-09-13 14:16:09.004000+00:00
2011-09-06 00:00:00+00:00,-7683,-5848,2022-09-13 14:16:09.004000+00:00
2011-09-13 00:00:00+00:00,-10489,-2200,2022-09-13 14:16:09.004000+00:00
2011-09-20 00:00:00+00:00,-50935,19282,2022-09-13 14:16:09.004000+00:00
2011-09-27 00:00:00+00:00,-46459,19656,2022-09-13 14:16:09.004000+00:00
2011-10-04 00:00:00+00:00,-36621,20701,2022-09-13 14:16:09.004000+00:00
2011-10-11 00:00:00+00:00,-30817,25720,2022-09-13 14:16:09.004000+00:00
2011-10-18 00:00:00+00:00,-32792,21116,2022-09-13 14:16:09.004000+00:00
2011-10-25 00:00:00+00:00,-40466,11901,2022-09-13 14:16:09.004000+00:00
2011-11-01 00:00:00+00:00,-30329,14288,2022-09-13 14:16:09.004000+00:00
2011-11-08 00:00:00+00:00,-14940,13072,2022-09-13 14:16:09.004000+00:00
2011-11-15 00:00:00+00:00,-27051,11795,2022-09-13 14:16:09.004000+00:00
2011-11-22 00:00:00+00:00,-27329,10281,2022-09-13 14:16:09.004000+00:00
2011-11-29 00:00:00+00:00,-38768,13037,2022-09-13 14:16:09.004000+00:00
2011-12-06 00:00:00+00:00,-37905,14370,2022-09-13 14:16:09.004000+00:00
2011-12-13 00:00:00+00:00,-47222,12579,2022-09-13 14:16:09.004000+00:00
2011-12-20 00:00:00+00:00,-84801,-10662,2022-09-13 14:16:09.004000+00:00
2011-12-27 00:00:00+00:00,-86010,-6788,2022-09-13 14:16:09.004000+00:00
2012-01-03 00:00:00+00:00,-83253,-8115,2022-09-13 14:16:09.004000+00:00
2012-01-10 00:00:00+00:00,-87887,-6655,2022-09-13 14:16:09.004000+00:00
2012-01-17 00:00:00+00:00,-90210,-5944,2022-09-13 14:16:09.004000+00:00
2012-01-24 00:00:00+00:00,-103520,-5341,2022-09-13 14:16:09.004000+00:00
2012-01-31 00:00:00+00:00,-91352,-23,2022-09-13 14:16:09.004000+00:00
2012-02-07 00:00:00+00:00,-86160,1628,2022-09-13 14:16:09.004000+00:00
2012-02-14 00:00:00+00:00,-97175,-1382,2022-09-13 14:16:09.004000+00:00
2012-02-21 00:00:00+00:00,-93573,212,2022-09-13 14:16:09.004000+00:00
2012-02-28 00:00:00+00:00,-69212,5483,2022-09-13 14:16:09.004000+00:00
2012-03-06 00:00:00+00:00,-65632,1679,2022-09-13 14:16:09.004000+00:00
2012-03-13 00:00:00+00:00,-68177,1340,2022-09-13 14:16:09.004000+00:00
2012-03-20 00:00:00+00:00,-75339,-10908,2022-09-13 14:16:09.004000+00:00
2012-03-27 00:00:00+00:00,-81481,-7889,2022-09-13 14:16:09.004000+00:00
2012-04-03 00:00:00+00:00,-67331,-6102,2022-09-13 14:16:09.004000+00:00
2012-04-10 00:00:00+00:00,-81721,-7372,2022-09-13 14:16:09.004000+00:00
2012-04-17 00:00:00+00:00,-89488,-8702,2022-09-13 14:16:09.004000+00:00
2012-04-24 00:00:00+00:00,-84109,-7994,2022-09-13 14:16:09.004000+00:00
2012-05-01 00:00:00+00:00,-80662,-6353,2022-09-13 14:16:09.004000+00:00
2012-05-08 00:00:00+00:00,-106318,-7219,2022-09-13 14:16:09.004000+00:00
2012-05-15 00:00:00+00:00,-122601,-6571,2022-09-13 14:16:09.004000+00:00
2012-05-22 00:00:00+00:00,-147299,8172,2022-09-13 14:16:09.004000+00:00
2012-05-29 00:00:00+00:00,-152326,15272,2022-09-13 14:16:09.004000+00:00
2012-06-05 00:00:00+00:00,-160137,16419,2022-09-13 14:16:09.004000+00:00
2012-06-12 00:00:00+00:00,-140411,17537,2022-09-13 14:16:09.004000+00:00
2012-06-19 00:00:00+00:00,-115777,-121,2022-09-13 14:16:09.004000+00:00
2012-06-26 00:00:00+00:00,-124670,-2645,2022-09-13 14:16:09.004000+00:00
2012-07-03 00:00:00+00:00,-100606,-285,2022-09-13 14:16:09.004000+00:00
