scale,arm,horizon,model,seed,profit_accuracy,n_transactions,n_test_rows,transaction_rate,accuracy_3class,threshold_scope,threshold_tau,threshold_upper_bound,iter_selection_block,hybrid_selection_block,iters_self,iters_me,iters_ti,min_conf,tie_break
secondary,A2,5,HYBRID,43,0.4519685039370079,635,1437,0.441892832289492,0.38343771746694505,train_only,0.0066,0.027879999999999905,test,val,,50,50,0.0,ti
secondary,A3,5,ME_LSTM,43,0.45964912280701753,855,1437,0.5949895615866388,0.34168406402226864,train_only,0.0066,0.027879999999999905,val,test,50,,,,
secondary,A3,5,TI_LSTM,43,0.5036231884057971,1104,1437,0.7682672233820459,0.3089770354906054,train_only,0.0066,0.027879999999999905,val,test,50,,,,
secondary,A3,5,ME_TI_LSTM,43,0.44432773109243695,952,1437,0.662491301322199,0.3124565066109951,train_only,0.0066,0.027879999999999905,val,test,50,,,,
secondary,A3,5,HYBRID,43,0.4945054945054945,182,1437,0.1266527487821851,0.4822546972860125,train_only,0.0066,0.027879999999999905,val,test,,50,50,0.45,ti
secondary,A4,5,ME_LSTM,43,0.45964912280701753,855,1437,0.5949895615866388,0.3326374391092554,full_series,0.00566,0.027879999999999905,test,test,50,,,,
secondary,A4,5,TI_LSTM,43,0.5036231884057971,1104,1437,0.7682672233820459,0.3124565066109951,full_series,0.00566,0.027879999999999905,test,test,50,,,,
secondary,A4,5,ME_TI_LSTM,43,0.44432773109243695,952,1437,0.662491301322199,0.3117606123869172,full_series,0.00566,0.027879999999999905,test,test,50,,,,
secondary,A4,5,HYBRID,43,0.4945054945054945,182,1437,0.1266527487821851,0.4279749478079332,full_series,0.00566,0.027879999999999905,test,test,,50,50,0.45,ti
secondary,A0,5,ME_LSTM,44,0.4473229706390328,579,1437,0.40292275574112735,0.3980514961725818,train_only,0.0066,0.027879999999999905,val,val,50,,,,
secondary,A0,5,TI_LSTM,44,0.48424737456242706,857,1437,0.5963813500347948,0.360473208072373,train_only,0.0066,0.027879999999999905,val,val,50,,,,
secondary,A0,5,ME_TI_LSTM,44,0.4375,592,1437,0.41196938065414057,0.38970076548364646,train_only,0.0066,0.027879999999999905,val,val,50,,,,
secondary,A0,5,HYBRID,44,0.3814102564102564,312,1437,0.21711899791231734,0.4439805149617258,train_only,0.0066,0.027879999999999905,val,val,,50,50,0.0,ti
secondary,A1,5,ME_LSTM,44,0.4473229706390328,579,1437,0.40292275574112735,0.3709116214335421,full_series,0.00566,0.027879999999999905,val,val,50,,,,
secondary,A1,5,TI_LSTM,44,0.48424737456242706,857,1437,0.5963813500347948,0.3542101600556715,full_series,0.00566,0.027879999999999905,val,val,50,,,,
secondary,A1,5,ME_TI_LSTM,44,0.4375,592,1437,0.41196938065414057,0.3618649965205289,full_series,0.00566,0.027879999999999905,val,val,50,,,,
secondary,A1,5,HYBRID,44,0.3814102564102564,312,1437,0.21711899791231734,0.40501043841336115,full_series,0.00566,0.027879999999999905,val,val,,50,50,0.0,ti
secondary,A2,5,ME_LSTM,44,0.4473229706390328,579,1437,0.40292275574112735,0.3980514961725818,train_only,0.0066,0.027879999999999905,test,val,50,,,,
secondary,A2,5,TI_LSTM,44,0.48424737456242706,857,1437,0.5963813500347948,0.360473208072373,train_only,0.0066,0.027879999999999905,test,val,50,,,,
secondary,A2,5,ME_TI_LSTM,44,0.4375,592,1437,0.41196938065414057,0.38970076548364646,train_only,0.0066,0.027879999999999905,test,val,50,,,,
secondary,A2,5,HYBRID,44,0.3814102564102564,312,1437,0.21711899791231734,0.4439805149617258,train_only,0.0066,0.027879999999999905,test,val,,50,50,0.0,ti
secondary,A3,5,ME_LSTM,44,0.4473229706390328,579,1437,0.40292275574112735,0.3980514961725818,train_only,0.0066,0.027879999999999905,val,test,50,,,,
secondary,A3,5,TI_LSTM,44,0.48424737456242706,857,1437,0.5963813500347948,0.360473208072373,train_only,0.0066,0.027879999999999905,val,test,50,,,,
secondary,A3,5,ME_TI_LSTM,44,0.4375,592,1437,0.41196938065414057,0.38970076548364646,train_only,0.0066,0.027879999999999905,val,test,50,,,,
secondary,A3,5,HYBRID,44,0.3851132686084142,309,1437,0.2150313152400835,0.44606819763395966,train_only,0.0066,0.027879999999999905,val,test,,50,50,0.4,ti
secondary,A4,5,ME_LSTM,44,0.4473229706390328,579,1437,0.40292275574112735,0.3709116214335421,full_series,0.00566,0.027879999999999905,test,test,50,,,,
secondary,A4,5,TI_LSTM,44,0.48424737456242706,857,1437,0.5963813500347948,0.3542101600556715,full_series,0.00566,0.027879999999999905,test,test,50,,,,
secondary,A4,5,ME_TI_LSTM,44,0.4375,592,1437,0.41196938065414057,0.3618649965205289,full_series,0.00566,0.027879999999999905,test,test,50,,,,
secondary,A4,5,HYBRID,44,0.3851132686084142,309,1437,0.2150313152400835,0.407098121085595,full_series,0.00566,0.027879999999999905,test,test,,50,50,0.4,ti
secondary,A0,5,ME_LSTM,45,0.5012325390304027,1217,1437,0.8469032707028532,0.27279053583855256,train_only,0.0066,0.027879999999999905,val,val,50,,,,
secondary,A0,5,TI_LSTM,45,0.5037037037037037,1080,1437,0.7515657620041754,0.3166318719554628,train_only,0.0066,0.027879999999999905,val,val,50,,,,
secondary,A0,5,ME_TI_LSTM,45,0.46309963099630996,1084,1437,0.7543493389004872,0.29366736256089077,train_only,0.0066,0.027879999999999905,val,val,50,,,,
secondary,A0,5,HYBRID,45,0.4936842105263158,950,1437,0.6610995128740431,0.3235908141962422,train_only,0.0066,0.027879999999999905,val,val,,50,50,0.0,ti
secondary,A1,5,ME_LSTM,45,0.5012325390304027,1217,1437,0.8469032707028532,0.2929714683368128,full_series,0.00566,0.027879999999999905,val,val,50,,,,
secondary,A1,5,TI_LSTM,45,0.5037037037037037,1080,1437,0.7515657620041754,0.3235908141962422,full_series,0.00566,0.027879999999999905,val,val,50,,,,
secondary,A1,5,ME_TI_LSTM,45,0.46309963099630996,1084,1437,0.7543493389004872,0.2985386221294363,full_series,0.00566,0.027879999999999905,val,val,50,,,,
secondary,A1,5,HYBRID,45,0.4936842105263158,950,1437,0.6610995128740431,0.325678496868476,full_series,0.00566,0.027879999999999905,val,val,,50,50,0.0,ti
secondary,A2,5,ME_LSTM,45,0.5012325390304027,1217,1437,0.8469032707028532,0.27279053583855256,train_only,0.0066,0.027879999999999905,test,val,50,,,,
secondary,A2,5,TI_LSTM,45,0.5037037037037037,1080,1437,0.7515657620041754,0.3166318719554628,train_only,0.0066,0.027879999999999905,test,val,50,,,,
secondary,A2,5,ME_TI_LSTM,45,0.46309963099630996,1084,1437,0.7543493389004872,0.29366736256089077,train_only,0.0066,0.027879999999999905,test,val,50,,,,
secondary,A2,5,HYBRID,45,0.4936842105263158,950,1437,0.6610995128740431,0.3235908141962422,train_only,0.0066,0.027879999999999905,test,val,,50,50,0.0,ti
secondary,A3,5,ME_LSTM,45,0.5012325390304027,1217,1437,0.8469032707028532,0.27279053583855256,train_only,0.0066,0.027879999999999905,val,test,50,,,,
secondary,A3,5,TI_LSTM,45,0.5037037037037037,1080,1437,0.7515657620041754,0.3166318719554628,train_only,0.0066,0.027879999999999905,val,test,50,,,,
secondary,A3,5,ME_TI_LSTM,45,0.46309963099630996,1084,1437,0.7543493389004872,0.29366736256089077,train_only,0.0066,0.027879999999999905,val,test,50,,,,
secondary,A3,5,HYBRID,45,0.5466237942122186,311,1437,0.2164231036882394,0.44467640918580376,train_only,0.0066,0.027879999999999905,val,test,,50,50,0.45,ti
secondary,A4,5,ME_LSTM,45,0.5012325390304027,1217,1437,0.8469032707028532,0.2929714683368128,full_series,0.00566,0.027879999999999905,test,test,50,,,,
secondary,A4,5,TI_LSTM,45,0.5037037037037037,1080,1437,0.7515657620041754,0.3235908141962422,full_series,0.00566,0.027879999999999905,test,test,50,,,,
secondary,A4,5,ME_TI_LSTM,45,0.46309963099630996,1084,1437,0.7543493389004872,0.2985386221294363,full_series,0.00566,0.027879999999999905,test,test,50,,,,
secondary,A4,5,HYBRID,45,0.5466237942122186,311,1437,0.2164231036882394,0.40501043841336115,full_series,0.00566,0.027879999999999905,test,test,,50,50,0.45,ti
secondary,A0,5,ME_LSTM,46,0.5205288796102993,1437,1437,1.0,0.2595685455810717,train_only,0.0066,0.027879999999999905,val,val,50,,,,
secondary,A0,5,TI_LSTM,46,0.5077120822622108,778,1437,0.5414057063326374,0.37021572720946416,train_only,0.0066,0.027879999999999905,val,val,50,,,,
secondary,A0,5,ME_TI_LSTM,46,0.5205288796102993,1437,1437,1.0,0.2595685455810717,train_only,0.0066,0.027879999999999905,val,val,50,,,,
secondary,A0,5,HYBRID,46,0.512853470437018,778,1437,0.5414057063326374,0.3695198329853862,train_only,0.0066,0.027879999999999905,val,val,,50,50,0.0,ti
secondary,A1,5,ME_LSTM,46,0.5205288796102993,1437,1437,1.0,0.2929714683368128,full_series,0.00566,0.027879999999999905,val,val,50,,,,
secondary,A1,5,TI_LSTM,46,0.5077120822622108,778,1437,0.5414057063326374,0.35768963117606123,full_series,0.00566,0.027879999999999905,val,val,50,,,,
secondary,A1,5,ME_TI_LSTM,46,0.5205288796102993,1437,1437,1.0,0.2929714683368128,full_series,0.00566,0.027879999999999905,val,val,50,,,,
secondary,A1,5,HYBRID,46,0.512853470437018,778,1437,0.5414057063326374,0.35768963117606123,full_series,0.00566,0.027879999999999905,val,val,,50,50,0.0,ti
secondary,A2,5,ME_LSTM,46,0.5205288796102993,1437,1437,1.0,0.2595685455810717,train_only,0.0066,0.027879999999999905,test,val,50,,,,
secondary,A2,5,TI_LSTM,46,0.5077120822622108,778,1437,0.5414057063326374,0.37021572720946416,train_only,0.0066,0.027879999999999905,test,val,50,,,,
secondary,A2,5,ME_TI_LSTM,46,0.5205288796102993,1437,1437,1.0,0.2595685455810717,train_only,0.0066,0.027879999999999905,test,val,50,,,,
secondary,A2,5,HYBRID,46,0.512853470437018,778,1437,0.5414057063326374,0.3695198329853862,train_only,0.0066,0.027879999999999905,test,val,,50,50,0.0,ti
secondary,A3,5,ME_LSTM,46,0.5205288796102993,1437,1437,1.0,0.2595685455810717,train_only,0.0066,0.027879999999999905,val,test,50,,,,
secondary,A3,5,TI_LSTM,46,0.5077120822622108,778,1437,0.5414057063326374,0.37021572720946416,train_only,0.0066,0.027879999999999905,val,test,50,,,,
secondary,A3,5,ME_TI_LSTM,46,0.5205288796102993,1437,1437,1.0,0.2595685455810717,train_only,0.0066,0.027879999999999905,val,test,50,,,,
secondary,A3,5,HYBRID,46,0.553763440860215,186,1437,0.12943632567849686,0.4836464857341684,train_only,0.0066,0.027879999999999905,val,test,,50,50,0.6,ti
secondary,A4,5,ME_LSTM,46,0.5205288796102993,1437,1437,1.0,0.2929714683368128,full_series,0.00566,0.027879999999999905,test,test,50,,,,
secondary,A4,5,TI_LSTM,46,0.5077120822622108,778,1437,0.5414057063326374,0.35768963117606123,full_series,0.00566,0.027879999999999905,test,test,50,,,,
secondary,A4,5,ME_TI_LSTM,46,0.5205288796102993,1437,1437,1.0,0.2929714683368128,full_series,0.00566,0.027879999999999905,test,test,50,,,,
secondary,A4,5,HYBRID,46,0.553763440860215,186,1437,0.12943632567849686,0.42936673625608907,full_series,0.00566,0.027879999999999905,test,test,,50,50,0.6,ti
