ref_date,value,publication_date
1993-11-01,4.58125,1993-11-30
1993-12-01,4.40152,1993-12-31
1994-01-01,4.068969999999999,1994-01-31
1994-02-01,4.22991,1994-02-28
1994-03-01,4.1,1994-03-31
1994-04-01,3.96759,1994-04-29
1994-05-01,4.12708,1994-05-31
1994-06-01,3.9765599999999997,1994-06-30
1994-07-01,3.96875,1994-07-29
1994-08-01,3.85417,1994-08-31
1994-09-01,3.52734,1994-09-30
1994-10-01,3.4719800000000003,1994-10-31
1994-11-01,3.3416699999999997,1994-11-30
1994-12-01,3.56439,1994-12-30
1995-01-01,3.4806,1995-01-31
1995-02-01,3.25893,1995-02-28
1995-03-01,3.53409,1995-03-31
1995-04-01,3.41379,1995-04-28
1995-05-01,3.125,1995-05-31
1995-06-01,3.0371099999999998,1995-06-30
1995-07-01,2.4125,1995-07-31
1995-08-01,3.0800799999999997,1995-08-31
1995-09-01,2.83621,1995-09-29
1995-10-01,1.95417,1995-10-31
1995-11-01,2.1796900000000003,1995-11-30
1995-12-01,2.3467700000000002,1995-12-29
1996-01-01,1.56897,1996-01-31
1996-02-01,1.24194,1996-02-29
1996-03-01,1.79741,1996-03-29
1996-04-01,1.6229200000000001,1996-04-30
1996-05-01,2.23295,1996-05-31
1996-06-01,2.41518,1996-06-28
1996-07-01,2.17096,1996-07-31
1996-08-01,2.06897,1996-08-30
1996-09-01,1.42672,1996-09-30
1996-10-01,1.42235,1996-10-31
1996-11-01,1.64655,1996-11-29
1996-12-01,1.78676,1996-12-31
1997-01-01,1.4612100000000001,1997-01-31
1997-02-01,1.54464,1997-02-28
1997-03-01,2.04957,1997-03-31
1997-04-01,1.37917,1997-04-30
1997-05-01,1.2617200000000002,1997-05-30
1997-06-01,1.05172,1997-06-30
1997-07-01,1.46875,1997-07-31
1997-08-01,1.03125,1997-08-29
1997-09-01,1.1125,1997-09-30
1997-10-01,1.50379,1997-10-31
1997-11-01,1.32813,1997-11-28
1997-12-01,1.0,1997-12-31
1998-01-01,0.89286,1998-01-30
1998-02-01,0.75335,1998-02-27
1998-03-01,0.8895799999999999,1998-03-31
1998-04-01,1.12695,1998-04-30
1998-05-01,1.54583,1998-05-29
1998-06-01,1.86638,1998-06-30
1998-07-01,1.77652,1998-07-31
1998-08-01,1.49353,1998-08-31
1998-09-01,1.23333,1998-09-30
1998-10-01,0.8808600000000001,1998-10-30
1998-11-01,1.16164,1998-11-30
1998-12-01,1.0367600000000001,1998-12-31
1999-01-01,0.84375,1999-01-29
1999-02-01,1.08036,1999-02-26
1999-03-01,1.00714,1999-03-31
1999-04-01,0.80357,1999-04-30
1999-05-01,0.84052,1999-05-31
1999-06-01,0.88333,1999-06-30
1999-07-01,0.7773399999999999,1999-07-30
1999-08-01,0.75625,1999-08-31
1999-09-01,0.84375,1999-09-30
1999-10-01,0.97414,1999-10-29
1999-11-01,0.9520799999999999,1999-11-30
1999-12-01,1.35701,1999-12-31
2000-01-01,1.1842700000000002,2000-01-31
2000-02-01,1.9418099999999998,2000-02-29
2000-03-01,1.61242,2000-03-31
2000-04-01,2.62793,2000-04-28
2000-05-01,2.19061,2000-05-31
2000-06-01,2.96862,2000-06-30
2000-07-01,3.01533,2000-07-31
2000-08-01,2.92469,2000-08-31
2000-09-01,3.23172,2000-09-29
2000-10-01,3.0626700000000002,2000-10-31
2000-11-01,3.09688,2000-11-30
2000-12-01,3.5,2000-12-29
2001-01-01,3.36,2001-01-31
2001-02-01,3.3,2001-02-28
2001-03-01,3.35,2001-03-30
2001-04-01,3.1,2001-04-30
2001-05-01,3.25,2001-05-31
2001-06-01,3.25,2001-06-29
2001-07-01,3.2,2001-07-31
2001-08-01,3.3,2001-08-31
2001-09-01,2.12,2001-09-28
2001-10-01,2.15,2001-10-31
2001-11-01,2.18,2001-11-30
2001-12-01,1.65,2001-12-31
2002-01-01,1.42,2002-01-31
2002-02-01,1.68,2002-02-28
2002-03-01,1.32,2002-03-29
2002-04-01,1.51,2002-04-30
2002-05-01,1.03,2002-05-31
2002-06-01,1.02,2002-06-28
2002-07-01,0.64,2002-07-31
2002-08-01,0.6,2002-08-30
2002-09-01,0.65,2002-09-30
2002-10-01,0.53,2002-10-31
2002-11-01,0.59,2002-11-29
2002-12-01,0.44,2002-12-31
2003-01-01,0.48,2003-01-31
2003-02-01,0.49,2003-02-28
2003-03-01,0.17,2003-03-31
2003-04-01,0.11,2003-04-30
2003-05-01,0.1,2003-05-30
2003-06-01,0.13,2003-06-30
2003-07-01,0.08,2003-07-31
2003-08-01,0.08,2003-08-29
2003-09-01,0.11,2003-09-30
2003-10-01,0.1,2003-10-31
2003-11-01,0.11,2003-11-28
2003-12-01,0.09,2003-12-31
2004-01-01,0.1,2004-01-30
2004-02-01,0.09,2004-02-27
2004-03-01,0.1,2004-03-31
2004-04-01,0.12,2004-04-30
2004-05-01,0.1,2004-05-31
2004-06-01,0.36,2004-06-30
2004-07-01,0.22,2004-07-30
2004-08-01,0.18,2004-08-31
2004-09-01,0.54,2004-09-30
2004-10-01,0.58,2004-10-29
2004-11-01,0.45,2004-11-30
2004-12-01,0.55,2004-12-31
2005-01-01,0.6,2005-01-31
2005-02-01,0.63,2005-02-28
2005-03-01,0.75,2005-03-31
2005-04-01,0.64,2005-04-29
2005-05-01,0.66,2005-05-31
2005-06-01,0.58,2005-06-30
2005-07-01,0.63,2005-07-29
2005-08-01,0.63,2005-08-31
2005-09-01,0.63,2005-09-30
2005-10-01,0.61,2005-10-31
2005-11-01,0.63,2005-11-30
2005-12-01,0.63,2005-12-30
2006-01-01,0.75,2006-01-31
2006-02-01,0.91,2006-02-28
2006-03-01,1.03,2006-03-31
2006-04-01,1.22,2006-04-28
2006-05-01,1.16,2006-05-31
2006-06-01,1.27,2006-06-30
2006-07-01,1.3,2006-07-31
2006-08-01,1.33,2006-08-31
2006-09-01,1.61,2006-09-29
2006-10-01,1.59,2006-10-31
2006-11-01,1.87,2006-11-30
2006-12-01,1.94,2006-12-29
2007-01-01,2.02,2007-01-31
2007-02-01,1.94,2007-02-28
2007-03-01,1.98,2007-03-30
2007-04-01,2.1,2007-04-30
2007-05-01,2.18,2007-05-31
2007-06-01,2.56,2007-06-29
2007-07-01,2.5,2007-07-31
2007-08-01,2.35,2007-08-31
2007-09-01,2.2,2007-09-28
2007-10-01,2.09,2007-10-31
2007-11-01,2.06,2007-11-30
2007-12-01,2.0,2007-12-31
2008-01-01,2.38,2008-01-31
2008-02-01,2.32,2008-02-29
2008-03-01,2.62,2008-03-31
2008-04-01,1.83,2008-04-30
2008-05-01,1.95,2008-05-30
2008-06-01,1.82,2008-06-30
2008-07-01,1.97,2008-07-31
2008-08-01,1.98,2008-08-29
2008-09-01,1.7,2008-09-30
2008-10-01,0.3,2008-10-31
2008-11-01,0.05,2008-11-28
2008-12-01,0.01,2008-12-31
2009-01-01,0.0,2009-01-30
2009-02-01,0.0,2009-02-27
2009-03-01,0.05,2009-03-31
2009-04-01,0.05,2009-04-30
2009-05-01,0.05,2009-05-29
2009-06-01,0.05,2009-06-30
2009-07-01,0.05,2009-07-31
2009-08-01,0.05,2009-08-31
2009-09-01,0.05,2009-09-30
2009-10-01,0.05,2009-10-30
2009-11-01,0.05,2009-11-30
2009-12-01,0.05,2009-12-31
2010-01-01,0.05,2010-01-29
2010-02-01,0.05,2010-02-26
2010-03-01,0.05,2010-03-31
2010-04-01,0.05,2010-04-30
2010-05-01,0.02,2010-05-31
2010-06-01,0.03,2010-06-30
2010-07-01,0.05,2010-07-30
2010-08-01,0.08,2010-08-31
2010-09-01,0.08,2010-09-30
2010-10-01,0.05,2010-10-29
2010-11-01,0.04,2010-11-30
2010-12-01,0.04,2010-12-31
2011-01-01,0.04,2011-01-31
